1,826.510204082,24.4285714286,98.2457142857,0.9387755102
1,794,54.8308457711,95.321840796,0.960199005
1,567.367088608,47.4810126582,96.357721519,0.9240506329
1,657.909090909,58.3272727273,98.1098181818,0.8545454545
1,573.725663717,64.0265486726,96.6132743363,0.9203539823
1,811.522727273,74.1818181818,98.8602272727,0.8181818182
1,623.15,79.7,97.3035,0.875
1,704.452261307,59.1507537688,98.5445728643,0.8994974874
1,819.043478261,86.2608695652,98.5991304348,0.9565217391
1,681.285714286,149.619047619,99.0485714286,0.7142857143
1,661.242105263,52.6315789474,98.3592631579,0.8842105263
1,612.363636364,29.4090909091,97.8672727273,1
1,720.816513761,41.1926605505,97.5741284404,0.9724770642
1,509.06741573,43.3520599251,97.3217602996,0.9625468165
1,572.619047619,53.9047619048,95.4434920635,0.8253968254
1,528.550561798,50.1123595506,98.5661797753,0.9775280899
1,851.466666667,42.5333333333,98.3042222222,1
1,596.948113208,60.8254716981,99.1052358491,0.9858490566
1,532.472527473,44.9120879121,97.0036263736,0.989010989
1,531.625,31.2604166667,95.6679166667,0.9270833333
1,955.1,61.5,95.952,0.95
1,583.16,75.3066666667,96.3729333333,0.98
1,562.360655738,46.3114754098,97.2936065574,0.9016393443
1,633.915178571,67.9151785714,98.380625,0.9732142857
1,702.171875,50.796875,98.1528125,0.953125
1,732.071428571,83.3333333333,97.41,1
1,740.166666667,55.7592592593,94.5340740741,0.9814814815
1,649.5,26.537037037,98.2881481481,0.8888888889
1,803.466666667,55.8666666667,98.2822222222,0.9777777778
1,778.788235294,59.4941176471,98.08,0.9529411765
1,595.689655172,77.7931034483,96.6286206897,0.9310344828
1,592.887323944,91.4366197183,97.9170422535,0.9577464789
1,598.637362637,53.1868131868,98.9215384615,0.956043956
1,637.149253731,65.6567164179,97.3025373134,0.9253731343
1,816.899497487,55.9095477387,97.2342713568,0.9798994975
1,523.02247191,40.2808988764,95.4328089888,0.9887640449
1,960.35,97.225,96.19225,0.95
1,654.545454545,53.595959596,96.3842424242,1
1,572.136363636,35.2424242424,98.4989393939,0.9848484848
1,633.66,61.8533333333,97.9655333333,0.9733333333
1,657.860759494,56.3924050633,98.6888607595,0.9493670886
1,809.127962085,39.0568720379,96.6948341232,0.971563981
1,702.046511628,84.1627906977,95.8065116279,0.9651162791
1,506,54.7682926829,96.8401219512,0.9512195122
1,761.166666667,30.1666666667,97.857037037,0.9259259259
1,777.222222222,64.9814814815,96.0307407407,1
1,469.603773585,37.7547169811,98.631509434,0.9622641509
1,679.379310345,38.0689655172,97.6693103448,0.9655172414
1,655.641791045,58.2985074627,97.8828358209,0.9104477612
1,753.746835443,54.8987341772,97.8013924051,0.9746835443
1,673.777777778,54.6111111111,97.4625925926,0.9259259259
1,791.12,54.34,98.5642,1
1,640.586206897,60.5517241379,98.1882758621,0.8965517241
1,434.87804878,12.487804878,98.2824390244,0.9512195122
1,753.471698113,52.1886792453,99.28,0.9622641509
1,538.921052632,61.9473684211,97.1863157895,0.9473684211
1,502.702970297,31.8415841584,95.004950495,0.9405940594
1,616.925,39.425,97.29375,0.925
1,519.288732394,31.2288732394,98.264084507,0.9929577465
1,647.234375,32.171875,93.6265625,1
1,504.173913043,39.6884057971,96.0917391304,0.9130434783
1,544.168674699,48.3614457831,96.4851807229,0.9638554217
1,678.172413793,44.1379310345,99.4934482759,0.9770114943
1,562.0625,47.4375,96.42640625,0.890625
1,514.563636364,40.9454545455,98.178,0.9636363636
1,562.163934426,62.2295081967,96.3003278689,0.9672131148
1,558.084033613,70.6386554622,95.9331932773,0.9411764706
1,547.584615385,54.9230769231,96.4707692308,0.9230769231
1,765.014084507,50.6901408451,96.6567605634,0.9154929577
1,596.444444444,48.5925925926,95.332962963,0.962962963
1,588.016949153,44.9322033898,97.4842372881,0.8983050847
