contig,gene,intron,conf,strand
2838,960.963636364,81.2,98.958,0.709090909091
2841,1212.37142857,72.9142857143,99.8291428571,0.8
2842,1143.94594595,36.9189189189,97.4564864865,0.891891891892
2843,897.4,159.8,99.8736666667,0.666666666667
2844,518.375,53.0833333333,98.6804166667,1.0
2847,1135.57746479,123.563380282,97.144084507,0.704225352113
2848,893.927272727,226.927272727,98.4238181818,0.781818181818
2850,993.322033898,179.525423729,96.6208474576,0.610169491525
2852,927.609756098,61.2195121951,99.2443902439,0.829268292683
2855,812.681818182,23.0909090909,98.075,1.0
2856,1038.96153846,105.192307692,99.9492307692,0.615384615385
2859,1066.37931034,241.137931034,99.4951724138,0.655172413793
2861,921.580645161,112.462365591,98.0631182796,0.752688172043
2863,1000.81012658,142.367088608,98.0435443038,0.73417721519
2865,936.974683544,192.430379747,99.3874683544,0.683544303797
2867,815.384615385,95.7692307692,98.6107692308,0.589743589744
2868,725.535714286,90.3214285714,93.6614285714,0.607142857143
2869,752.70212766,88.1489361702,96.5368085106,0.808510638298
2873,983.529411765,195.0,99.7008823529,0.558823529412
2874,901.457446809,110.585106383,99.1175531915,0.723404255319
2875,676.739130435,47.4782608696,97.64,0.826086956522
2877,984.153846154,146.865384615,98.845,0.596153846154
2878,875.75,138.647058824,99.255,0.647058823529
2879,1047.734375,77.28125,99.92203125,0.6875
2883,1020.43181818,130.113636364,99.9740909091,0.681818181818
2885,928.0,58.649122807,99.9959649123,0.666666666667
2887,890.774193548,150.483870968,99.6117741935,0.661290322581
2888,893.875,79.5416666667,99.545,1.0
2891,884.3,96.5125,99.894375,0.675
2892,1114.04545455,91.8636363636,98.2895454545,0.818181818182
2896,979.2,40.6666666667,98.3948888889,0.666666666667
2897,811.02173913,90.652173913,98.767173913,0.478260869565
2898,765.74,169.2,97.1122,0.6
2902,909.5,96.0454545455,99.9795454545,0.727272727273
2905,920.155172414,153.655172414,98.8377586207,0.672413793103
2906,845.932432432,131.256756757,96.4295945946,0.837837837838
2908,681.137931034,162.75862069,97.4910344828,0.758620689655
2909,1106.75,98.8333333333,99.523,0.716666666667
2913,1003.35714286,72.8428571429,99.4991428571,0.657142857143
2920,932.776470588,119.811764706,99.2689411765,0.823529411765
2924,853.672727273,146.909090909,99.6334545455,0.6
2926,960.4,88.2444444444,98.7704444444,0.688888888889
2928,1011.0862069,55.1896551724,99.9924137931,0.793103448276
2929,1055.52173913,115.913043478,98.3369565217,0.695652173913
2932,941.589285714,37.3214285714,99.8048214286,0.535714285714
2933,937.851851852,125.358024691,99.2241975309,0.679012345679
2934,947.920454545,136.488636364,96.6182954545,0.693181818182
2935,1065.02857143,51.6,99.3091428571,0.8
2937,1128.93421053,85.8815789474,99.7953947368,0.789473684211
2938,883.936170213,149.14893617,98.1121276596,0.63829787234
2940,861.375,31.0416666667,95.9029166667,0.75
2941,869.204545455,124.204545455,99.6140909091,0.772727272727
2942,1156.14285714,72.6071428571,98.3678571429,0.75
2945,1010.45454545,106.181818182,99.3503030303,0.636363636364
2947,941.857142857,95.8571428571,98.996,0.885714285714
2950,945.392857143,167.607142857,98.8071428571,0.607142857143
2952,966.68,59.36,98.7936,0.92
2956,960.857142857,77.4285714286,97.5014285714,0.714285714286
2958,898.375,172.0,95.5575,0.75
2959,902.09375,65.65625,99.8878125,0.765625
2960,943.133333333,59.0444444444,99.7277777778,0.844444444444
2963,1029.63291139,155.430379747,98.8798734177,0.670886075949
2964,1015.89285714,108.107142857,99.2203571429,0.678571428571
2965,950.705882353,51.3235294118,98.5876470588,0.705882352941
2966,793.314285714,23.5714285714,98.9301428571,0.9
2967,840.978021978,208.461538462,99.6612087912,0.769230769231
2968,894.0,85.2083333333,99.7325,0.666666666667
2970,968.6,164.5125,99.388375,0.575
2971,1357.0,61.8571428571,99.9961904762,0.857142857143
2972,1217.32432432,117.513513514,98.0083783784,0.702702702703
2973,946.2,76.0,99.96,0.706666666667
2974,943.037735849,118.188679245,98.4158490566,0.528301886792
2975,1201.34782609,135.0,98.2713043478,0.652173913043
2976,796.172413793,534.517241379,99.2182758621,0.724137931034
2978,1483.81632653,192.714285714,98.622244898,0.673469387755
2983,776.857142857,138.214285714,99.7528571429,0.642857142857
2984,1044.06329114,89.6202531646,97.9527848101,0.848101265823
2985,931.722222222,159.851851852,98.0337037037,0.851851851852
2986,878.6,159.55,99.25325,0.55
2987,977.529411765,42.7205882353,99.9307352941,0.779411764706
2988,1226.8125,59.5833333333,99.94375,0.833333333333
2989,669.028571429,8.31428571429,98.3034285714,1.0
2990,885.074074074,67.2345679012,99.0364197531,0.703703703704
2992,1144.88,67.04,99.99,0.88
2993,901.368421053,105.960526316,97.8598684211,0.723684210526
2994,1066.02941176,104.029411765,99.7726470588,0.764705882353
2997,1068.94117647,240.705882353,99.8601960784,0.705882352941
2998,800.976744186,121.534883721,96.3906976744,0.697674418605
2999,667.372093023,109.906976744,97.8172093023,0.581395348837
3001,978.134146341,177.280487805,98.0487804878,0.780487804878
3002,1015.23255814,92.488372093,98.52,0.767441860465
3006,793.318181818,153.068181818,99.1156818182,0.818181818182
3010,848.486486486,264.972972973,93.8805405405,0.567567567568
3012,1053.90909091,138.181818182,99.9913636364,0.681818181818
3013,966.279411765,119.558823529,99.5780882353,0.617647058824
3014,974.379746835,118.405063291,96.2050632911,0.835443037975
3015,708.7,174.5,97.1933333333,0.6
3017,916.161764706,108.882352941,98.5851470588,0.720588235294
3019,1026.10204082,115.795918367,99.3140816327,0.755102040816
3020,959.5,80.0952380952,99.760952381,0.690476190476
3021,866.90625,155.260416667,99.0086458333,0.697916666667
3024,1091.2238806,185.731343284,98.8413432836,0.686567164179
3025,757.078947368,89.1578947368,98.9493859649,0.833333333333
3027,708.846153846,174.423076923,97.6323076923,0.653846153846
3028,1054.38888889,121.537037037,99.9277777778,0.796296296296
3031,940.210526316,73.9263157895,99.3858947368,0.715789473684
3032,917.0,135.703703704,99.1766666667,0.740740740741
3033,1109.07142857,108.285714286,99.9642857143,0.666666666667
3035,681.075471698,111.301886792,98.9573584906,0.88679245283
3036,902.875,130.402777778,99.4431944444,0.597222222222
3042,844.3625,150.2,99.065625,0.4875
3044,812.444444444,104.185185185,98.2308641975,0.691358024691
3046,988.5625,71.7708333333,99.5383333333,0.729166666667
3047,970.041666667,109.236111111,99.4959722222,0.680555555556
3048,1073.82758621,119.310344828,99.1313793103,0.586206896552
3049,1024.41935484,168.096774194,99.5822580645,0.661290322581
3053,796.470588235,30.1176470588,99.3785294118,0.647058823529
3054,1027.42857143,39.5238095238,99.9123809524,0.904761904762
3056,979.52,77.06,99.392,0.74
3057,1258.80851064,98.9574468085,99.0987234043,0.68085106383
3058,965.705882353,109.367647059,99.9026470588,0.602941176471
3060,763.545454545,120.878787879,97.4187878788,0.818181818182
3062,1207.70588235,149.843137255,99.9858823529,0.647058823529
3064,808.294117647,214.8,97.5471764706,0.611764705882
3067,1067.40540541,18.0810810811,98.2756756757,0.783783783784
3068,752.481132075,108.433962264,98.9605660377,0.716981132075
3070,1039.73529412,66.0882352941,99.7823529412,0.794117647059
3071,906.714285714,134.482142857,99.79125,0.589285714286
3072,506.049180328,116.868852459,95.4562295082,0.901639344262
3079,944.642857143,144.5,98.5630357143,0.696428571429
3080,900.472727273,64.2,98.0401818182,0.763636363636
3081,850.1,113.5,98.5525,0.66
3082,811.091743119,61.6330275229,99.4100917431,0.614678899083
3084,909.209677419,119.483870968,99.8070967742,0.612903225806
3088,1094.84375,119.96875,98.263125,0.8125
3090,904.186440678,169.983050847,98.6388135593,0.661016949153
3091,688.4,185.1,99.2785,0.55
3093,939.5,109.659090909,96.5729545455,0.818181818182
3094,722.677419355,18.7741935484,97.0716129032,0.903225806452
3095,1444.82352941,48.5882352941,99.9888235294,0.823529411765
3096,924.565217391,179.869565217,98.7910869565,0.608695652174
3098,1007.42857143,99.8857142857,98.5851428571,0.771428571429
3105,1133.0,70.08,98.6656,0.76
3106,1002.97727273,120.772727273,98.5172727273,0.727272727273
3109,1378.36842105,105.175438596,99.0456140351,0.859649122807
3111,937.142857143,71.5238095238,98.8428571429,0.809523809524
3113,1005.80722892,36.6024096386,99.7536144578,0.831325301205
3114,1023.6,65.7777777778,99.3184444444,0.811111111111
3117,878.586956522,110.586956522,98.1215217391,0.847826086957
3120,1093.71428571,55.1904761905,98.1314285714,0.857142857143
3122,1005.05263158,163.807017544,99.7161403509,0.719298245614
3130,788.272727273,138.090909091,98.215,0.545454545455
3132,989.507042254,52.8591549296,99.1691549296,0.69014084507
3135,1030.11111111,120.481481481,95.6862962963,0.666666666667
3136,946.25,49.4642857143,99.74,0.785714285714
3137,906.404255319,153.085106383,98.8608510638,0.63829787234
3138,1113.75,85.375,99.9945833333,0.666666666667
3140,1024.14285714,49.3246753247,99.6668831169,0.844155844156
3141,927.35,124.05,97.89775,0.65
3143,1035.2,63.7384615385,99.9947692308,0.538461538462
3144,840.944444444,159.333333333,98.0251851852,0.703703703704
3147,948.590909091,100.318181818,99.9128787879,0.818181818182
3148,615.92,253.04,94.1768,0.6
3150,992.176470588,79.8823529412,98.9096078431,0.823529411765
3151,798.875,167.825,99.7205,0.6
3155,990.144736842,76.7236842105,99.9573684211,0.789473684211
3156,1324.87234043,137.106382979,99.6959574468,0.893617021277
3157,981.038461538,95.2051282051,99.5608974359,0.730769230769
3159,902.222222222,127.407407407,99.9455555556,0.777777777778
3161,904.40625,107.302083333,99.1085416667,0.65625
3162,1062.45714286,217.2,98.8774285714,0.8
3163,640.224137931,168.637931034,97.1332758621,0.706896551724
3164,1438.29411765,135.529411765,98.8408823529,0.823529411765
3166,819.852941176,266.264705882,99.0819117647,0.794117647059
3167,919.594594595,101.027027027,99.4625675676,0.540540540541
3168,926.4,95.0666666667,99.2828888889,0.666666666667
3170,995.5,96.5416666667,99.5252777778,0.805555555556
3172,917.466666667,136.511111111,98.5475555556,0.622222222222
3175,904.112676056,102.112676056,99.4435211268,0.859154929577
3180,1036.82692308,75.2692307692,99.9403846154,0.769230769231
3181,957.692307692,98.3461538462,98.9442307692,0.807692307692
3182,994.52,146.6,99.6396,0.54
3184,1009.21311475,203.180327869,98.8513114754,0.786885245902
3185,539.459854015,156.919708029,89.557810219,0.613138686131
3190,1142.13043478,76.347826087,99.9982608696,0.869565217391
3191,700.323943662,151.028169014,98.4992957746,0.676056338028
3195,806.931034483,99.3793103448,99.4606896552,0.724137931034
3196,941.931034483,93.2068965517,99.7231034483,0.586206896552
3199,1135.38095238,119.206349206,99.6401587302,0.68253968254
3200,872.863636364,129.984848485,99.1706060606,0.69696969697
3201,1031.88636364,157.863636364,99.3009090909,0.613636363636
3205,1011.43478261,62.9565217391,99.6243478261,1.0
3206,1029.11111111,100.444444444,99.7690740741,0.574074074074
3208,1017.734375,122.390625,99.99015625,0.6875
3210,953.703703704,247.666666667,98.3632098765,0.691358024691
3211,1190.15,71.3333333333,99.9676666667,0.75
3212,930.159090909,171.477272727,98.6020454545,0.659090909091
3215,790.109375,134.78125,96.26671875,0.765625
3216,827.327272727,109.109090909,98.2901818182,0.654545454545
3217,997.24137931,70.7471264368,99.9936781609,0.712643678161
3221,998.321428571,255.892857143,98.9560714286,0.785714285714
3222,652.480769231,57.7307692308,98.0271153846,0.596153846154
3223,784.8,232.12,96.0682666667,0.64
3225,1020.68181818,205.045454545,93.7913636364,0.742424242424
3226,904.302325581,95.5813953488,98.0395348837,0.720930232558
3227,930.066666667,54.5111111111,97.9182222222,0.733333333333
3231,928.1,103.5625,98.606875,0.7375
3232,907.705882353,556.392156863,95.2662745098,0.666666666667
3233,849.32,73.52,98.7212,0.68
3234,980.6,110.742857143,99.1391428571,0.657142857143
3240,507.125,74.7083333333,97.6916666667,1.0
3241,865.25,134.958333333,95.16,0.75
3242,1102.43037975,148.481012658,98.6559493671,0.721518987342
3244,860.818181818,94.4545454545,99.8618181818,0.681818181818
3245,723.714285714,218.342857143,94.6808571429,0.542857142857
3247,936.772727273,141.181818182,99.6686363636,1.0
3253,913.703296703,106.67032967,99.2065934066,0.637362637363
3254,924.695652174,123.695652174,99.3304347826,0.565217391304
3255,1009.1,173.5,98.7118,0.64
3256,1102.15217391,136.043478261,99.9832608696,0.739130434783
3257,819.714285714,126.228571429,98.1548571429,0.742857142857
3258,978.819148936,39.7127659574,99.949893617,0.946808510638
3263,782.875,217.527777778,97.3663888889,0.583333333333
3266,921.588235294,92.4117647059,99.9911764706,0.676470588235
3270,954.404255319,155.425531915,99.6987234043,0.829787234043
3271,803.488372093,82.023255814,98.6048837209,0.744186046512
3277,898.532467532,113.428571429,98.5351948052,0.701298701299
3281,987.75,52.3333333333,99.995,0.583333333333
3282,692.620689655,164.215517241,97.0703448276,0.879310344828
3283,848.4375,86.3958333333,97.4897916667,0.75
3285,1006.78947368,89.8070175439,98.2754385965,0.701754385965
3286,1233.375,106.708333333,99.9947916667,0.625
3290,1061.91304348,149.347826087,99.3965217391,0.695652173913
3291,861.423076923,162.076923077,98.4129487179,0.820512820513
3293,1095.72340426,85.4680851064,99.9944680851,0.765957446809
3295,734.805970149,151.985074627,98.207761194,0.611940298507
3296,912.9375,150.5625,98.864375,0.645833333333
3298,1052.73469388,119.387755102,98.89,0.714285714286
3301,941.920454545,75.8522727273,99.9951136364,0.738636363636
3304,902.518518519,227.111111111,97.465308642,0.58024691358
3305,1014.86486486,114.135135135,97.5043243243,0.594594594595
3306,735.698113208,313.58490566,96.3545283019,0.716981132075
3307,761.073170732,127.048780488,97.8075609756,0.780487804878
3308,877.114754098,67.8360655738,98.0213114754,0.852459016393
3309,1015.94339623,108.660377358,98.8447169811,0.679245283019
3310,923.545454545,241.0,97.6666666667,0.818181818182
3311,883.92,92.2666666667,99.6124,0.68
3317,812.0,123.975,98.7525,0.7125
3318,896.769230769,136.461538462,99.5823076923,0.589743589744
3319,924.090909091,78.4318181818,99.1784090909,0.704545454545
3321,1048.34375,104.71875,99.99375,0.6875
3324,711.428571429,102.0,99.5471428571,0.857142857143
3327,962.975,92.7375,99.4305,0.6375
3329,912.875,64.475,97.67675,0.8
3331,1113.2,118.533333333,99.7646666667,0.566666666667
3333,720.875,101.0,98.853,0.85
3335,968.396226415,47.641509434,99.9432075472,0.679245283019
3337,899.369230769,60.8769230769,99.9416923077,0.707692307692
3338,866.339622642,49.3018867925,97.9558490566,0.962264150943
3340,873.660714286,131.625,99.11125,0.589285714286
3343,932.0,68.6851851852,99.625,0.833333333333
3347,887.681818182,115.681818182,98.205,0.636363636364
3348,794.777777778,131.111111111,96.6453703704,0.722222222222
3352,1081.53333333,260.577777778,99.9451111111,0.622222222222
3353,1396.66666667,147.174603175,99.1123809524,0.634920634921
3355,1077.09090909,165.863636364,98.1509090909,0.590909090909
3356,711.390909091,83.6818181818,97.2458181818,0.8
3360,784.571428571,45.4761904762,99.8838095238,0.714285714286
3363,952.014925373,137.447761194,99.9928358209,0.582089552239
3366,1255.51020408,132.244897959,99.4704081633,0.65306122449
3368,862.64,235.32,99.302,0.72
3370,1132.64179104,154.746268657,99.6713432836,0.492537313433
3371,950.6,74.7142857143,99.9942857143,0.685714285714
3373,1112.84615385,291.128205128,98.0656410256,0.717948717949
3375,777.92,143.4,98.5588,0.52
3379,979.6,126.813333333,99.7494666667,0.746666666667
3380,1000.92307692,151.076923077,99.7491025641,0.628205128205
3382,1016.46153846,162.217948718,99.3342307692,0.679487179487
3383,865.793103448,142.08045977,97.5874712644,0.758620689655
3384,1050.01408451,81.6478873239,98.2369014085,0.943661971831
3386,1586.40909091,26.1818181818,99.9938636364,0.795454545455
3387,1088.75,63.1428571429,98.6378571429,0.785714285714
3388,780.5625,106.645833333,98.4895833333,0.75
3389,1062.8,231.966666667,99.9891666667,0.583333333333
3391,805.571428571,116.571428571,99.7761904762,0.47619047619
3393,932.289156627,105.325301205,97.5615662651,0.674698795181
3394,933.519480519,208.883116883,97.314025974,0.480519480519
3396,743.580645161,165.322580645,98.6867741935,0.645161290323
3398,969.9,78.2555555556,98.905,0.733333333333
3399,482.870967742,178.096774194,93.1409677419,0.677419354839
3400,767.204545455,166.636363636,96.8131818182,0.522727272727
3403,1120.16,267.56,99.596,0.6
3404,1150.37735849,193.773584906,99.691509434,0.698113207547
3405,856.959459459,149.986486486,98.6504054054,0.608108108108
3406,819.064516129,117.580645161,97.9090322581,0.806451612903
3407,602.868421053,142.973684211,97.64,0.842105263158
3409,893.046875,124.203125,99.9503125,0.59375
3412,818.406779661,153.118644068,95.7057627119,0.694915254237
3413,837.125,82.46875,99.6784375,0.875
3418,1054.93478261,96.1086956522,99.9497826087,0.739130434783
3419,986.293478261,81.9782608696,99.697826087,0.771739130435
3420,1041.24528302,165.716981132,98.7626415094,0.735849056604
3421,1034.61538462,102.128205128,98.9738461538,0.666666666667
3425,538.25974026,136.311688312,98.3116883117,0.818181818182
3427,1095.05405405,161.783783784,97.0224324324,0.594594594595
3428,1108.94444444,68.0925925926,99.8948148148,0.722222222222
3429,939.058823529,91.2647058824,99.765,0.647058823529
3430,908.36,91.64,99.7561333333,0.733333333333
3431,942.285714286,198.114285714,99.8947142857,0.642857142857
3433,979.933333333,95.4444444444,98.7653333333,0.688888888889
3434,928.714285714,32.5714285714,99.9776190476,0.952380952381
3438,982.206896552,111.609195402,99.4632183908,0.689655172414
3440,941.785714286,80.2142857143,99.9864285714,0.785714285714
3442,967.181818182,198.636363636,99.9931818182,0.318181818182
3443,726.0,66.7619047619,98.4185714286,0.904761904762
3445,1007.98507463,123.820895522,99.2902985075,0.65671641791
3446,975.846153846,147.871794872,96.6802564103,0.794871794872
3448,1029.57627119,128.084745763,99.4506779661,0.796610169492
3451,983.182926829,49.3536585366,98.7398780488,0.69512195122
3452,1083.38461538,39.5897435897,99.8407692308,0.871794871795
3453,1180.80851064,161.382978723,99.3370212766,0.702127659574
3454,659.957446809,174.170212766,97.5561702128,0.553191489362
3455,1048.47058824,122.215686275,99.552745098,0.725490196078
3458,1239.37704918,126.344262295,99.2936065574,0.55737704918
3459,953.951219512,135.109756098,98.4517073171,0.670731707317
3462,889.418367347,65.0816326531,98.5680612245,0.734693877551
3467,798.736842105,149.263157895,95.5822105263,0.8
3469,877.666666667,38.9365079365,99.5715873016,0.634920634921
3472,924.547368421,104.284210526,99.3362105263,0.852631578947
3474,949.853658537,87.0731707317,99.1442682927,0.719512195122
3475,837.153846154,161.038461538,99.2978846154,0.576923076923
3478,1104.3125,107.3125,99.994375,0.604166666667
3479,836.797468354,144.506329114,98.8848101266,0.822784810127
3485,1071.65517241,135.275862069,97.9906896552,0.620689655172
3491,1127.97297297,101.121621622,99.9068918919,0.716216216216
3495,713.506024096,181.65060241,91.9240963855,0.710843373494
3496,864.526315789,139.157894737,99.7061403509,0.719298245614
3499,848.290322581,165.419354839,99.2422580645,0.451612903226
3502,955.776119403,105.358208955,98.552238806,0.701492537313
3504,884.428571429,35.1428571429,99.9962857143,0.885714285714
3505,999.647058824,90.7647058824,99.8754901961,0.764705882353
3506,1593.88888889,188.481481481,96.892962963,0.592592592593
3507,1025.45762712,157.016949153,97.2179661017,0.677966101695
3510,912.657894737,115.342105263,99.3944736842,0.618421052632
3511,1255.37735849,179.867924528,99.701509434,0.792452830189
3513,792.56,161.12,96.9316,0.56
3514,924.636363636,59.0909090909,99.835,0.863636363636
3515,1112.0,84.625,99.98875,0.75
3516,763.298701299,122.701298701,97.7301298701,0.753246753247
3517,885.591836735,138.081632653,98.2173469388,0.755102040816
3518,1079.78947368,80.7631578947,99.315,0.710526315789
3520,848.324324324,114.418918919,99.5833783784,0.783783783784
3523,967.52,86.72,99.9984,0.88
3525,1133.825,99.6,99.85475,0.75
3526,1073.0,101.146341463,98.8992682927,0.90243902439
3527,949.1,117.783333333,99.9723333333,0.766666666667
3528,1036.66037736,155.754716981,98.9852830189,0.641509433962
3530,879.090909091,105.757575758,97.8759090909,0.833333333333
3531,924.459459459,62.3243243243,99.4881081081,0.810810810811
3532,951.666666667,130.244444444,99.1031111111,0.644444444444
3534,994.391304348,56.5362318841,99.6663768116,0.855072463768
3535,861.582417582,88.9450549451,99.6451648352,0.758241758242
3536,929.533333333,86.2,98.8908888889,0.644444444444
3537,937.0625,63.6875,99.44484375,0.796875
3541,1175.0,20.2916666667,99.48125,0.916666666667
3547,754.727272727,98.4545454545,98.0195454545,0.818181818182
3550,782.6,141.05,97.42175,0.75
3551,843.0,110.494623656,99.5459139785,0.698924731183
3553,972.935483871,77.4193548387,99.0574193548,0.677419354839
3554,1011.98648649,155.22972973,99.2804054054,0.662162162162
3555,997.64,162.7,97.93,0.76
3557,1039.91891892,80.3243243243,99.8475675676,0.72972972973
3560,875.0,71.84375,99.8528125,1.0
3561,812.988636364,106.488636364,97.7154545455,0.738636363636
3563,635.714285714,229.761904762,92.910952381,0.619047619048
3567,1040.73170732,124.853658537,99.317804878,0.853658536585
3568,793.037735849,226.320754717,98.5543396226,0.698113207547
3569,890.0,162.52173913,98.3208695652,0.739130434783
3572,858.725,87.7,99.82,0.6
3573,895.027027027,68.972972973,98.49,0.675675675676
3575,1043.5625,134.4375,99.9821875,0.5625
3576,1010.55555556,124.111111111,98.9407407407,0.666666666667
3577,721.23255814,142.88372093,97.1158139535,0.627906976744
3578,883.603773585,131.924528302,97.0877358491,0.88679245283
3582,929.230769231,109.012820513,99.3205128205,0.525641025641
3583,894.451612903,41.5,99.7043548387,0.758064516129
3586,847.931034483,209.747126437,98.2331034483,0.574712643678
3588,751.032258065,114.0,97.2135483871,0.774193548387
3590,999.573770492,98.8032786885,99.8560655738,0.901639344262
3592,911.159574468,103.031914894,99.8939361702,0.702127659574
3594,598.318181818,57.2045454545,97.7504545455,0.840909090909
3595,960.631578947,72.1228070175,99.1168421053,0.894736842105
3599,1270.73913043,129.449275362,98.8405797101,0.797101449275
3600,936.421052632,110.0,96.6332894737,0.618421052632
3602,1030.80263158,216.565789474,95.9938157895,0.473684210526
3603,1121.71830986,113.183098592,98.0988732394,0.676056338028
3604,1161.22727273,109.454545455,99.9881818182,0.636363636364
3605,1018.75,131.166666667,96.9220833333,0.708333333333
3608,1040.63829787,76.5744680851,99.4163829787,0.68085106383
3609,1071.02857143,142.4,97.4782857143,0.6
3612,1301.6,109.171428571,99.9848571429,0.8
3613,950.724137931,102.310344828,99.3996551724,0.793103448276
3614,913.914285714,64.5714285714,99.7082857143,0.628571428571
3616,1145.5106383,181.787234043,99.4191489362,0.659574468085
3617,611.428571429,93.0952380952,98.2513333333,0.838095238095
3618,1575.90909091,51.3636363636,98.4945454545,0.954545454545
3619,1028.15384615,41.0512820513,99.9505128205,0.820512820513
3621,876.571428571,29.8095238095,98.63,0.571428571429
3625,1185.53846154,98.8461538462,98.9166666667,0.692307692308
3628,819.885714286,31.8857142857,99.762,1.0
3629,1003.5,129.916666667,99.8569444444,0.75
3632,871.35,165.333333333,96.5741666667,0.816666666667
3635,851.267857143,132.589285714,98.1678571429,0.482142857143
3636,1065.09756098,99.9390243902,99.5992682927,0.609756097561
3637,895.285714286,138.952380952,99.7771428571,0.666666666667
3640,1039.37209302,102.127906977,98.976744186,0.720930232558
3641,834.363636364,169.284090909,97.7406818182,0.693181818182
3642,1119.33333333,101.981481481,99.9618518519,0.759259259259
3643,875.196721311,110.573770492,98.8926229508,0.524590163934
3647,991.735294118,96.9117647059,99.7011764706,0.661764705882
3650,911.571428571,44.8571428571,94.4023809524,0.619047619048
3654,1121.88888889,121.407407407,99.9759259259,0.62962962963
3655,1810.45454545,141.863636364,98.5777272727,0.909090909091
3657,843.565217391,36.7391304348,99.9139130435,0.695652173913
3658,944.666666667,103.466666667,99.9944444444,0.666666666667
3659,1035.0,91.962962963,97.6081481481,0.851851851852
3660,1079.42857143,77.7142857143,99.9947619048,0.761904761905
3661,970.296296296,129.037037037,99.0834567901,0.728395061728
3663,1288.22580645,93.6451612903,96.7987096774,0.838709677419
3664,665.107142857,127.75,96.5778571429,0.678571428571
3669,1052.92307692,209.423076923,96.0915384615,0.576923076923
3670,1150.59090909,305.863636364,96.6186363636,0.568181818182
3671,898.333333333,23.4444444444,99.8444444444,0.777777777778
3673,975.161290323,65.6774193548,99.8090322581,0.758064516129
3674,970.514705882,79.5588235294,97.8758823529,0.735294117647
3675,778.628865979,146.422680412,97.9973195876,0.762886597938
3676,800.142857143,77.746031746,98.8379365079,0.714285714286
3677,1056.27272727,64.0,99.9042424242,0.787878787879
3681,970.181818182,54.5606060606,99.4989393939,0.969696969697
3683,1129.578125,86.453125,99.8375,0.671875
3684,803.046153846,155.2,98.1616923077,0.861538461538
3685,901.28,81.96,99.9928,0.76
3689,819.378378378,130.135135135,99.257027027,0.540540540541
3690,964.052631579,64.1842105263,99.0702631579,0.894736842105
3691,1016.2,155.933333333,99.8673333333,0.7
3693,875.807692308,105.307692308,99.9926923077,0.538461538462
3694,985.608695652,125.47826087,99.9936956522,0.608695652174
3699,1103.05357143,121.089285714,99.745,0.767857142857
3700,918.35483871,162.225806452,98.9316129032,0.806451612903
3702,1113.24528302,161.283018868,99.1852830189,0.660377358491
3705,899.96,27.68,99.1652,0.88
3706,962.096774194,94.8870967742,99.9691935484,0.838709677419
3708,830.947368421,63.2631578947,97.0468421053,0.736842105263
3709,671.642857143,623.178571429,90.2278571429,0.357142857143
3710,1071.2,88.8235294118,99.8301176471,0.764705882353
3713,1062.42857143,29.7619047619,99.9795238095,0.619047619048
3717,1067.84782609,121.173913043,98.2010869565,0.608695652174
3719,1089.26315789,151.210526316,99.9944736842,0.710526315789
3721,927.090909091,129.204545455,99.8214772727,0.625
3725,856.0,87.125,99.9883333333,0.75
3727,1349.73333333,136.777777778,99.8122222222,0.733333333333
3728,954.842105263,118.140350877,97.9531578947,0.754385964912
3730,1059.30434783,73.8260869565,98.7465217391,0.913043478261
3731,1252.07142857,120.404761905,96.7807142857,0.857142857143
3733,1001.55,120.266666667,99.44,0.866666666667
3734,1089.63636364,111.068181818,99.9125,0.568181818182
3735,864.941176471,167.682352941,97.4704705882,0.517647058824
3737,665.272727273,88.1636363636,99.1218181818,0.872727272727
3739,1074.69230769,119.102564103,98.4425641026,0.897435897436
3740,859.259259259,145.790123457,99.8849382716,0.641975308642
3741,966.464285714,82.2738095238,99.2355952381,0.690476190476
3742,887.631578947,110.473684211,99.7642105263,0.754385964912
3743,1010.71428571,184.452380952,98.9857142857,0.666666666667
3744,947.875,101.5,99.6825,0.375
3746,1174.60869565,157.543478261,98.9523913043,0.695652173913
3748,729.823529412,283.31372549,94.8350980392,0.764705882353
3751,927.017857143,118.803571429,98.8258928571,0.696428571429
3752,1043.07228916,141.397590361,99.2092771084,0.626506024096
3754,830.184615385,88.0615384615,98.8024615385,0.876923076923
3756,1310.57142857,94.8571428571,97.5719047619,0.714285714286
3757,1029.73076923,127.115384615,99.8155769231,0.673076923077
3758,808.806451613,185.387096774,99.1353763441,0.666666666667
3760,1093.11111111,179.777777778,97.0625925926,0.666666666667
3761,1012.28,82.68,99.8312,0.64
3764,980.514285714,113.7,99.7248571429,0.757142857143
3766,1096.23404255,82.9574468085,99.9929787234,0.63829787234
3769,955.878378378,179.216216216,97.9686486486,0.756756756757
3777,865.723076923,138.461538462,98.6476923077,0.584615384615
3778,977.461538462,88.358974359,99.9925641026,0.74358974359
3780,903.323529412,88.1764705882,99.525,0.823529411765
3781,1071.98387097,73.8870967742,99.5637096774,0.935483870968
3783,913.465753425,91.9589041096,99.0732876712,0.561643835616
3784,946.918918919,94.9054054054,99.9483783784,0.864864864865
3786,823.117647059,126.078431373,95.3096078431,0.686274509804
3788,947.763636364,58.5818181818,99.8949090909,0.690909090909
3789,979.461538462,72.5769230769,99.4434615385,0.897435897436
3792,1083.95652174,93.9565217391,99.9913043478,0.913043478261
3793,1102.68421053,95.8421052632,99.8473684211,0.802631578947
